Timer started ...
MOD: delay(105 105), type(tORP+tBUF+tIOO(LVCMOS18)), from(cpld_sdo.OUT), to(cpld_sdo.PAD)
CHK: delay(168 168), type(tH), from(spi_module__spi_cntr_vPcnt_i0.D ), to(spi_module__spi_cntr_vPcnt_i0.C )
CHK: delay(132 132), type(tS_PT), from(spi_module__spi_cntr_vPcnt_i0.D ), to(spi_module__spi_cntr_vPcnt_i0.C )
MOD: delay(28 28), type(tSRi), from(pps_counter__temp_pcnt_5__i23.AR ), to(pps_counter__temp_pcnt_5__i23.Q )
MOD: delay(52 52), type(tCOi), from(pps_counter__temp_pcnt_5__i23.C ), to(pps_counter__temp_pcnt_5__i23.Q )
CHK: delay(167 167), type(tSRW), from(pps_counter__temp_pcnt_5__i23.AR ), to(pps_counter__temp_pcnt_5__i23.AR )
CHK: delay(167 167), type(tSRR), from(pps_counter__temp_pcnt_5__i23.AR ), to(pps_counter__temp_pcnt_5__i23.C )
CHK: delay(0 0), type(tWLA), from(pps_counter__temp_pcnt_5__i23.C ), to(pps_counter__temp_pcnt_5__i23.C )
CHK: delay(0 0), type(tWHA), from(pps_counter__temp_pcnt_5__i23.C ), to(pps_counter__temp_pcnt_5__i23.C )
CHK: delay(168 168), type(tHT), from(pps_counter__temp_pcnt_5__i23.T ), to(pps_counter__temp_pcnt_5__i23.C )
CHK: delay(132 132), type(tST_PT), from(pps_counter__temp_pcnt_5__i23.T ), to(pps_counter__temp_pcnt_5__i23.C )
MOD: delay(28 28), type(tSRi), from(pps_counter__temp_pcnt_5__i0.AR ), to(pps_counter__temp_pcnt_5__i0.Q )
MOD: delay(52 52), type(tCOi), from(pps_counter__temp_pcnt_5__i0.C ), to(pps_counter__temp_pcnt_5__i0.Q )
CHK: delay(167 167), type(tSRW), from(pps_counter__temp_pcnt_5__i0.AR ), to(pps_counter__temp_pcnt_5__i0.AR )
CHK: delay(167 167), type(tSRR), from(pps_counter__temp_pcnt_5__i0.AR ), to(pps_counter__temp_pcnt_5__i0.C )
CHK: delay(0 0), type(tWLA), from(pps_counter__temp_pcnt_5__i0.C ), to(pps_counter__temp_pcnt_5__i0.C )
CHK: delay(0 0), type(tWHA), from(pps_counter__temp_pcnt_5__i0.C ), to(pps_counter__temp_pcnt_5__i0.C )
CHK: delay(168 168), type(tH), from(pps_counter__temp_pcnt_5__i0.D ), to(pps_counter__temp_pcnt_5__i0.C )
CHK: delay(132 132), type(tS_PT), from(pps_counter__temp_pcnt_5__i0.D ), to(pps_counter__temp_pcnt_5__i0.C )
MOD: delay(28 28), type(tSRi), from(pps_counter__temp_pcnt_5__i1.AR ), to(pps_counter__temp_pcnt_5__i1.Q )
MOD: delay(52 52), type(tCOi), from(pps_counter__temp_pcnt_5__i1.C ), to(pps_counter__temp_pcnt_5__i1.Q )
CHK: delay(167 167), type(tSRW), from(pps_counter__temp_pcnt_5__i1.AR ), to(pps_counter__temp_pcnt_5__i1.AR )
CHK: delay(167 167), type(tSRR), from(pps_counter__temp_pcnt_5__i1.AR ), to(pps_counter__temp_pcnt_5__i1.C )
CHK: delay(0 0), type(tWLA), from(pps_counter__temp_pcnt_5__i1.C ), to(pps_counter__temp_pcnt_5__i1.C )
CHK: delay(0 0), type(tWHA), from(pps_counter__temp_pcnt_5__i1.C ), to(pps_counter__temp_pcnt_5__i1.C )
CHK: delay(168 168), type(tH), from(pps_counter__temp_pcnt_5__i1.D ), to(pps_counter__temp_pcnt_5__i1.C )
CHK: delay(132 132), type(tS_PT), from(pps_counter__temp_pcnt_5__i1.D ), to(pps_counter__temp_pcnt_5__i1.C )
MOD: delay(28 28), type(tSRi), from(pps_counter__temp_pcnt_5__i2.AR ), to(pps_counter__temp_pcnt_5__i2.Q )
MOD: delay(52 52), type(tCOi), from(pps_counter__temp_pcnt_5__i2.C ), to(pps_counter__temp_pcnt_5__i2.Q )
CHK: delay(167 167), type(tSRW), from(pps_counter__temp_pcnt_5__i2.AR ), to(pps_counter__temp_pcnt_5__i2.AR )
CHK: delay(167 167), type(tSRR), from(pps_counter__temp_pcnt_5__i2.AR ), to(pps_counter__temp_pcnt_5__i2.C )
CHK: delay(0 0), type(tWLA), from(pps_counter__temp_pcnt_5__i2.C ), to(pps_counter__temp_pcnt_5__i2.C )
CHK: delay(0 0), type(tWHA), from(pps_counter__temp_pcnt_5__i2.C ), to(pps_counter__temp_pcnt_5__i2.C )
CHK: delay(168 168), type(tH), from(pps_counter__temp_pcnt_5__i2.D ), to(pps_counter__temp_pcnt_5__i2.C )
CHK: delay(132 132), type(tS_PT), from(pps_counter__temp_pcnt_5__i2.D ), to(pps_counter__temp_pcnt_5__i2.C )
MOD: delay(28 28), type(tSRi), from(pps_counter__temp_pcnt_5__i3.AR ), to(pps_counter__temp_pcnt_5__i3.Q )
MOD: delay(52 52), type(tCOi), from(pps_counter__temp_pcnt_5__i3.C ), to(pps_counter__temp_pcnt_5__i3.Q )
CHK: delay(167 167), type(tSRW), from(pps_counter__temp_pcnt_5__i3.AR ), to(pps_counter__temp_pcnt_5__i3.AR )
CHK: delay(167 167), type(tSRR), from(pps_counter__temp_pcnt_5__i3.AR ), to(pps_counter__temp_pcnt_5__i3.C )
CHK: delay(0 0), type(tWLA), from(pps_counter__temp_pcnt_5__i3.C ), to(pps_counter__temp_pcnt_5__i3.C )
CHK: delay(0 0), type(tWHA), from(pps_counter__temp_pcnt_5__i3.C ), to(pps_counter__temp_pcnt_5__i3.C )
CHK: delay(168 168), type(tH), from(pps_counter__temp_pcnt_5__i3.D ), to(pps_counter__temp_pcnt_5__i3.C )
CHK: delay(132 132), type(tS_PT), from(pps_counter__temp_pcnt_5__i3.D ), to(pps_counter__temp_pcnt_5__i3.C )
MOD: delay(28 28), type(tSRi), from(pps_counter__temp_pcnt_5__i4.AR ), to(pps_counter__temp_pcnt_5__i4.Q )
MOD: delay(52 52), type(tCOi), from(pps_counter__temp_pcnt_5__i4.C ), to(pps_counter__temp_pcnt_5__i4.Q )
CHK: delay(167 167), type(tSRW), from(pps_counter__temp_pcnt_5__i4.AR ), to(pps_counter__temp_pcnt_5__i4.AR )
CHK: delay(167 167), type(tSRR), from(pps_counter__temp_pcnt_5__i4.AR ), to(pps_counter__temp_pcnt_5__i4.C )
CHK: delay(0 0), type(tWLA), from(pps_counter__temp_pcnt_5__i4.C ), to(pps_counter__temp_pcnt_5__i4.C )
CHK: delay(0 0), type(tWHA), from(pps_counter__temp_pcnt_5__i4.C ), to(pps_counter__temp_pcnt_5__i4.C )
CHK: delay(168 168), type(tH), from(pps_counter__temp_pcnt_5__i4.D.X2 ), to(pps_counter__temp_pcnt_5__i4.C )
CHK: delay(132 132), type(tS_PT), from(pps_counter__temp_pcnt_5__i4.D.X2 ), to(pps_counter__temp_pcnt_5__i4.C )
CHK: delay(168 168), type(tH), from(pps_counter__temp_pcnt_5__i4.D.X1 ), to(pps_counter__temp_pcnt_5__i4.C )
CHK: delay(132 132), type(tS_PT), from(pps_counter__temp_pcnt_5__i4.D.X1 ), to(pps_counter__temp_pcnt_5__i4.C )
MOD: delay(28 28), type(tSRi), from(pps_counter__temp_pcnt_5__i5.AR ), to(pps_counter__temp_pcnt_5__i5.Q )
MOD: delay(52 52), type(tCOi), from(pps_counter__temp_pcnt_5__i5.C ), to(pps_counter__temp_pcnt_5__i5.Q )
CHK: delay(167 167), type(tSRW), from(pps_counter__temp_pcnt_5__i5.AR ), to(pps_counter__temp_pcnt_5__i5.AR )
CHK: delay(167 167), type(tSRR), from(pps_counter__temp_pcnt_5__i5.AR ), to(pps_counter__temp_pcnt_5__i5.C )
CHK: delay(0 0), type(tWLA), from(pps_counter__temp_pcnt_5__i5.C ), to(pps_counter__temp_pcnt_5__i5.C )
CHK: delay(0 0), type(tWHA), from(pps_counter__temp_pcnt_5__i5.C ), to(pps_counter__temp_pcnt_5__i5.C )
CHK: delay(168 168), type(tHT), from(pps_counter__temp_pcnt_5__i5.T ), to(pps_counter__temp_pcnt_5__i5.C )
CHK: delay(132 132), type(tST_PT), from(pps_counter__temp_pcnt_5__i5.T ), to(pps_counter__temp_pcnt_5__i5.C )
MOD: delay(28 28), type(tSRi), from(pps_counter__temp_pcnt_5__i6.AR ), to(pps_counter__temp_pcnt_5__i6.Q )
MOD: delay(52 52), type(tCOi), from(pps_counter__temp_pcnt_5__i6.C ), to(pps_counter__temp_pcnt_5__i6.Q )
CHK: delay(167 167), type(tSRW), from(pps_counter__temp_pcnt_5__i6.AR ), to(pps_counter__temp_pcnt_5__i6.AR )
CHK: delay(167 167), type(tSRR), from(pps_counter__temp_pcnt_5__i6.AR ), to(pps_counter__temp_pcnt_5__i6.C )
CHK: delay(0 0), type(tWLA), from(pps_counter__temp_pcnt_5__i6.C ), to(pps_counter__temp_pcnt_5__i6.C )
CHK: delay(0 0), type(tWHA), from(pps_counter__temp_pcnt_5__i6.C ), to(pps_counter__temp_pcnt_5__i6.C )
CHK: delay(168 168), type(tHT), from(pps_counter__temp_pcnt_5__i6.T ), to(pps_counter__temp_pcnt_5__i6.C )
CHK: delay(132 132), type(tST_PT), from(pps_counter__temp_pcnt_5__i6.T ), to(pps_counter__temp_pcnt_5__i6.C )
MOD: delay(28 28), type(tSRi), from(pps_counter__temp_pcnt_5__i7.AR ), to(pps_counter__temp_pcnt_5__i7.Q )
MOD: delay(52 52), type(tCOi), from(pps_counter__temp_pcnt_5__i7.C ), to(pps_counter__temp_pcnt_5__i7.Q )
CHK: delay(167 167), type(tSRW), from(pps_counter__temp_pcnt_5__i7.AR ), to(pps_counter__temp_pcnt_5__i7.AR )
CHK: delay(167 167), type(tSRR), from(pps_counter__temp_pcnt_5__i7.AR ), to(pps_counter__temp_pcnt_5__i7.C )
CHK: delay(0 0), type(tWLA), from(pps_counter__temp_pcnt_5__i7.C ), to(pps_counter__temp_pcnt_5__i7.C )
CHK: delay(0 0), type(tWHA), from(pps_counter__temp_pcnt_5__i7.C ), to(pps_counter__temp_pcnt_5__i7.C )
CHK: delay(168 168), type(tHT), from(pps_counter__temp_pcnt_5__i7.T ), to(pps_counter__temp_pcnt_5__i7.C )
CHK: delay(132 132), type(tST_PT), from(pps_counter__temp_pcnt_5__i7.T ), to(pps_counter__temp_pcnt_5__i7.C )
MOD: delay(28 28), type(tSRi), from(pps_counter__temp_pcnt_5__i8.AR ), to(pps_counter__temp_pcnt_5__i8.Q )
MOD: delay(52 52), type(tCOi), from(pps_counter__temp_pcnt_5__i8.C ), to(pps_counter__temp_pcnt_5__i8.Q )
CHK: delay(167 167), type(tSRW), from(pps_counter__temp_pcnt_5__i8.AR ), to(pps_counter__temp_pcnt_5__i8.AR )
CHK: delay(167 167), type(tSRR), from(pps_counter__temp_pcnt_5__i8.AR ), to(pps_counter__temp_pcnt_5__i8.C )
CHK: delay(0 0), type(tWLA), from(pps_counter__temp_pcnt_5__i8.C ), to(pps_counter__temp_pcnt_5__i8.C )
CHK: delay(0 0), type(tWHA), from(pps_counter__temp_pcnt_5__i8.C ), to(pps_counter__temp_pcnt_5__i8.C )
CHK: delay(168 168), type(tHT), from(pps_counter__temp_pcnt_5__i8.T ), to(pps_counter__temp_pcnt_5__i8.C )
CHK: delay(132 132), type(tST_PT), from(pps_counter__temp_pcnt_5__i8.T ), to(pps_counter__temp_pcnt_5__i8.C )
MOD: delay(28 28), type(tSRi), from(pps_counter__temp_pcnt_5__i9.AR ), to(pps_counter__temp_pcnt_5__i9.Q )
MOD: delay(52 52), type(tCOi), from(pps_counter__temp_pcnt_5__i9.C ), to(pps_counter__temp_pcnt_5__i9.Q )
CHK: delay(167 167), type(tSRW), from(pps_counter__temp_pcnt_5__i9.AR ), to(pps_counter__temp_pcnt_5__i9.AR )
CHK: delay(167 167), type(tSRR), from(pps_counter__temp_pcnt_5__i9.AR ), to(pps_counter__temp_pcnt_5__i9.C )
CHK: delay(0 0), type(tWLA), from(pps_counter__temp_pcnt_5__i9.C ), to(pps_counter__temp_pcnt_5__i9.C )
CHK: delay(0 0), type(tWHA), from(pps_counter__temp_pcnt_5__i9.C ), to(pps_counter__temp_pcnt_5__i9.C )
CHK: delay(168 168), type(tHT), from(pps_counter__temp_pcnt_5__i9.T ), to(pps_counter__temp_pcnt_5__i9.C )
CHK: delay(132 132), type(tST_PT), from(pps_counter__temp_pcnt_5__i9.T ), to(pps_counter__temp_pcnt_5__i9.C )
MOD: delay(28 28), type(tSRi), from(pps_counter__temp_pcnt_5__i10.AR ), to(pps_counter__temp_pcnt_5__i10.Q )
MOD: delay(52 52), type(tCOi), from(pps_counter__temp_pcnt_5__i10.C ), to(pps_counter__temp_pcnt_5__i10.Q )
CHK: delay(167 167), type(tSRW), from(pps_counter__temp_pcnt_5__i10.AR ), to(pps_counter__temp_pcnt_5__i10.AR )
CHK: delay(167 167), type(tSRR), from(pps_counter__temp_pcnt_5__i10.AR ), to(pps_counter__temp_pcnt_5__i10.C )
CHK: delay(0 0), type(tWLA), from(pps_counter__temp_pcnt_5__i10.C ), to(pps_counter__temp_pcnt_5__i10.C )
CHK: delay(0 0), type(tWHA), from(pps_counter__temp_pcnt_5__i10.C ), to(pps_counter__temp_pcnt_5__i10.C )
CHK: delay(168 168), type(tH), from(pps_counter__temp_pcnt_5__i10.D ), to(pps_counter__temp_pcnt_5__i10.C )
CHK: delay(132 132), type(tS_PT), from(pps_counter__temp_pcnt_5__i10.D ), to(pps_counter__temp_pcnt_5__i10.C )
MOD: delay(28 28), type(tSRi), from(pps_counter__temp_pcnt_5__i11.AR ), to(pps_counter__temp_pcnt_5__i11.Q )
MOD: delay(52 52), type(tCOi), from(pps_counter__temp_pcnt_5__i11.C ), to(pps_counter__temp_pcnt_5__i11.Q )
CHK: delay(167 167), type(tSRW), from(pps_counter__temp_pcnt_5__i11.AR ), to(pps_counter__temp_pcnt_5__i11.AR )
CHK: delay(167 167), type(tSRR), from(pps_counter__temp_pcnt_5__i11.AR ), to(pps_counter__temp_pcnt_5__i11.C )
CHK: delay(0 0), type(tWLA), from(pps_counter__temp_pcnt_5__i11.C ), to(pps_counter__temp_pcnt_5__i11.C )
CHK: delay(0 0), type(tWHA), from(pps_counter__temp_pcnt_5__i11.C ), to(pps_counter__temp_pcnt_5__i11.C )
CHK: delay(168 168), type(tH), from(pps_counter__temp_pcnt_5__i11.D ), to(pps_counter__temp_pcnt_5__i11.C )
CHK: delay(132 132), type(tS_PT), from(pps_counter__temp_pcnt_5__i11.D ), to(pps_counter__temp_pcnt_5__i11.C )
MOD: delay(28 28), type(tSRi), from(pps_counter__temp_pcnt_5__i12.AR ), to(pps_counter__temp_pcnt_5__i12.Q )
MOD: delay(52 52), type(tCOi), from(pps_counter__temp_pcnt_5__i12.C ), to(pps_counter__temp_pcnt_5__i12.Q )
CHK: delay(167 167), type(tSRW), from(pps_counter__temp_pcnt_5__i12.AR ), to(pps_counter__temp_pcnt_5__i12.AR )
CHK: delay(167 167), type(tSRR), from(pps_counter__temp_pcnt_5__i12.AR ), to(pps_counter__temp_pcnt_5__i12.C )
CHK: delay(0 0), type(tWLA), from(pps_counter__temp_pcnt_5__i12.C ), to(pps_counter__temp_pcnt_5__i12.C )
CHK: delay(0 0), type(tWHA), from(pps_counter__temp_pcnt_5__i12.C ), to(pps_counter__temp_pcnt_5__i12.C )
CHK: delay(168 168), type(tH), from(pps_counter__temp_pcnt_5__i12.D.X2 ), to(pps_counter__temp_pcnt_5__i12.C )
CHK: delay(132 132), type(tS_PT), from(pps_counter__temp_pcnt_5__i12.D.X2 ), to(pps_counter__temp_pcnt_5__i12.C )
CHK: delay(168 168), type(tH), from(pps_counter__temp_pcnt_5__i12.D.X1 ), to(pps_counter__temp_pcnt_5__i12.C )
CHK: delay(132 132), type(tS_PT), from(pps_counter__temp_pcnt_5__i12.D.X1 ), to(pps_counter__temp_pcnt_5__i12.C )
MOD: delay(28 28), type(tSRi), from(pps_counter__temp_pcnt_5__i13.AR ), to(pps_counter__temp_pcnt_5__i13.Q )
MOD: delay(52 52), type(tCOi), from(pps_counter__temp_pcnt_5__i13.C ), to(pps_counter__temp_pcnt_5__i13.Q )
CHK: delay(167 167), type(tSRW), from(pps_counter__temp_pcnt_5__i13.AR ), to(pps_counter__temp_pcnt_5__i13.AR )
CHK: delay(167 167), type(tSRR), from(pps_counter__temp_pcnt_5__i13.AR ), to(pps_counter__temp_pcnt_5__i13.C )
CHK: delay(0 0), type(tWLA), from(pps_counter__temp_pcnt_5__i13.C ), to(pps_counter__temp_pcnt_5__i13.C )
CHK: delay(0 0), type(tWHA), from(pps_counter__temp_pcnt_5__i13.C ), to(pps_counter__temp_pcnt_5__i13.C )
CHK: delay(168 168), type(tHT), from(pps_counter__temp_pcnt_5__i13.T ), to(pps_counter__temp_pcnt_5__i13.C )
CHK: delay(132 132), type(tST_PT), from(pps_counter__temp_pcnt_5__i13.T ), to(pps_counter__temp_pcnt_5__i13.C )
MOD: delay(28 28), type(tSRi), from(pps_counter__temp_pcnt_5__i14.AR ), to(pps_counter__temp_pcnt_5__i14.Q )
MOD: delay(52 52), type(tCOi), from(pps_counter__temp_pcnt_5__i14.C ), to(pps_counter__temp_pcnt_5__i14.Q )
CHK: delay(167 167), type(tSRW), from(pps_counter__temp_pcnt_5__i14.AR ), to(pps_counter__temp_pcnt_5__i14.AR )
CHK: delay(167 167), type(tSRR), from(pps_counter__temp_pcnt_5__i14.AR ), to(pps_counter__temp_pcnt_5__i14.C )
CHK: delay(0 0), type(tWLA), from(pps_counter__temp_pcnt_5__i14.C ), to(pps_counter__temp_pcnt_5__i14.C )
CHK: delay(0 0), type(tWHA), from(pps_counter__temp_pcnt_5__i14.C ), to(pps_counter__temp_pcnt_5__i14.C )
CHK: delay(168 168), type(tHT), from(pps_counter__temp_pcnt_5__i14.T ), to(pps_counter__temp_pcnt_5__i14.C )
CHK: delay(132 132), type(tST_PT), from(pps_counter__temp_pcnt_5__i14.T ), to(pps_counter__temp_pcnt_5__i14.C )
MOD: delay(28 28), type(tSRi), from(pps_counter__temp_pcnt_5__i15.AR ), to(pps_counter__temp_pcnt_5__i15.Q )
MOD: delay(52 52), type(tCOi), from(pps_counter__temp_pcnt_5__i15.C ), to(pps_counter__temp_pcnt_5__i15.Q )
CHK: delay(167 167), type(tSRW), from(pps_counter__temp_pcnt_5__i15.AR ), to(pps_counter__temp_pcnt_5__i15.AR )
CHK: delay(167 167), type(tSRR), from(pps_counter__temp_pcnt_5__i15.AR ), to(pps_counter__temp_pcnt_5__i15.C )
CHK: delay(0 0), type(tWLA), from(pps_counter__temp_pcnt_5__i15.C ), to(pps_counter__temp_pcnt_5__i15.C )
CHK: delay(0 0), type(tWHA), from(pps_counter__temp_pcnt_5__i15.C ), to(pps_counter__temp_pcnt_5__i15.C )
CHK: delay(168 168), type(tHT), from(pps_counter__temp_pcnt_5__i15.T ), to(pps_counter__temp_pcnt_5__i15.C )
CHK: delay(132 132), type(tST_PT), from(pps_counter__temp_pcnt_5__i15.T ), to(pps_counter__temp_pcnt_5__i15.C )
MOD: delay(28 28), type(tSRi), from(pps_counter__temp_pcnt_5__i16.AR ), to(pps_counter__temp_pcnt_5__i16.Q )
MOD: delay(52 52), type(tCOi), from(pps_counter__temp_pcnt_5__i16.C ), to(pps_counter__temp_pcnt_5__i16.Q )
CHK: delay(167 167), type(tSRW), from(pps_counter__temp_pcnt_5__i16.AR ), to(pps_counter__temp_pcnt_5__i16.AR )
CHK: delay(167 167), type(tSRR), from(pps_counter__temp_pcnt_5__i16.AR ), to(pps_counter__temp_pcnt_5__i16.C )
CHK: delay(0 0), type(tWLA), from(pps_counter__temp_pcnt_5__i16.C ), to(pps_counter__temp_pcnt_5__i16.C )
CHK: delay(0 0), type(tWHA), from(pps_counter__temp_pcnt_5__i16.C ), to(pps_counter__temp_pcnt_5__i16.C )
CHK: delay(168 168), type(tHT), from(pps_counter__temp_pcnt_5__i16.T ), to(pps_counter__temp_pcnt_5__i16.C )
CHK: delay(132 132), type(tST_PT), from(pps_counter__temp_pcnt_5__i16.T ), to(pps_counter__temp_pcnt_5__i16.C )
MOD: delay(28 28), type(tSRi), from(pps_counter__temp_pcnt_5__i17.AR ), to(pps_counter__temp_pcnt_5__i17.Q )
MOD: delay(52 52), type(tCOi), from(pps_counter__temp_pcnt_5__i17.C ), to(pps_counter__temp_pcnt_5__i17.Q )
CHK: delay(167 167), type(tSRW), from(pps_counter__temp_pcnt_5__i17.AR ), to(pps_counter__temp_pcnt_5__i17.AR )
CHK: delay(167 167), type(tSRR), from(pps_counter__temp_pcnt_5__i17.AR ), to(pps_counter__temp_pcnt_5__i17.C )
CHK: delay(0 0), type(tWLA), from(pps_counter__temp_pcnt_5__i17.C ), to(pps_counter__temp_pcnt_5__i17.C )
CHK: delay(0 0), type(tWHA), from(pps_counter__temp_pcnt_5__i17.C ), to(pps_counter__temp_pcnt_5__i17.C )
CHK: delay(168 168), type(tHT), from(pps_counter__temp_pcnt_5__i17.T ), to(pps_counter__temp_pcnt_5__i17.C )
CHK: delay(132 132), type(tST_PT), from(pps_counter__temp_pcnt_5__i17.T ), to(pps_counter__temp_pcnt_5__i17.C )
MOD: delay(28 28), type(tSRi), from(pps_counter__temp_pcnt_5__i18.AR ), to(pps_counter__temp_pcnt_5__i18.Q )
MOD: delay(52 52), type(tCOi), from(pps_counter__temp_pcnt_5__i18.C ), to(pps_counter__temp_pcnt_5__i18.Q )
CHK: delay(167 167), type(tSRW), from(pps_counter__temp_pcnt_5__i18.AR ), to(pps_counter__temp_pcnt_5__i18.AR )
CHK: delay(167 167), type(tSRR), from(pps_counter__temp_pcnt_5__i18.AR ), to(pps_counter__temp_pcnt_5__i18.C )
CHK: delay(0 0), type(tWLA), from(pps_counter__temp_pcnt_5__i18.C ), to(pps_counter__temp_pcnt_5__i18.C )
CHK: delay(0 0), type(tWHA), from(pps_counter__temp_pcnt_5__i18.C ), to(pps_counter__temp_pcnt_5__i18.C )
CHK: delay(168 168), type(tHT), from(pps_counter__temp_pcnt_5__i18.T ), to(pps_counter__temp_pcnt_5__i18.C )
CHK: delay(132 132), type(tST_PT), from(pps_counter__temp_pcnt_5__i18.T ), to(pps_counter__temp_pcnt_5__i18.C )
MOD: delay(28 28), type(tSRi), from(pps_counter__temp_pcnt_5__i19.AR ), to(pps_counter__temp_pcnt_5__i19.Q )
MOD: delay(52 52), type(tCOi), from(pps_counter__temp_pcnt_5__i19.C ), to(pps_counter__temp_pcnt_5__i19.Q )
CHK: delay(167 167), type(tSRW), from(pps_counter__temp_pcnt_5__i19.AR ), to(pps_counter__temp_pcnt_5__i19.AR )
CHK: delay(167 167), type(tSRR), from(pps_counter__temp_pcnt_5__i19.AR ), to(pps_counter__temp_pcnt_5__i19.C )
CHK: delay(0 0), type(tWLA), from(pps_counter__temp_pcnt_5__i19.C ), to(pps_counter__temp_pcnt_5__i19.C )
CHK: delay(0 0), type(tWHA), from(pps_counter__temp_pcnt_5__i19.C ), to(pps_counter__temp_pcnt_5__i19.C )
CHK: delay(168 168), type(tHT), from(pps_counter__temp_pcnt_5__i19.T ), to(pps_counter__temp_pcnt_5__i19.C )
CHK: delay(132 132), type(tST_PT), from(pps_counter__temp_pcnt_5__i19.T ), to(pps_counter__temp_pcnt_5__i19.C )
MOD: delay(28 28), type(tSRi), from(pps_counter__temp_pcnt_5__i20.AR ), to(pps_counter__temp_pcnt_5__i20.Q )
MOD: delay(52 52), type(tCOi), from(pps_counter__temp_pcnt_5__i20.C ), to(pps_counter__temp_pcnt_5__i20.Q )
CHK: delay(167 167), type(tSRW), from(pps_counter__temp_pcnt_5__i20.AR ), to(pps_counter__temp_pcnt_5__i20.AR )
CHK: delay(167 167), type(tSRR), from(pps_counter__temp_pcnt_5__i20.AR ), to(pps_counter__temp_pcnt_5__i20.C )
CHK: delay(0 0), type(tWLA), from(pps_counter__temp_pcnt_5__i20.C ), to(pps_counter__temp_pcnt_5__i20.C )
CHK: delay(0 0), type(tWHA), from(pps_counter__temp_pcnt_5__i20.C ), to(pps_counter__temp_pcnt_5__i20.C )
CHK: delay(168 168), type(tHT), from(pps_counter__temp_pcnt_5__i20.T ), to(pps_counter__temp_pcnt_5__i20.C )
CHK: delay(132 132), type(tST_PT), from(pps_counter__temp_pcnt_5__i20.T ), to(pps_counter__temp_pcnt_5__i20.C )
MOD: delay(28 28), type(tSRi), from(pps_counter__temp_pcnt_5__i21.AR ), to(pps_counter__temp_pcnt_5__i21.Q )
MOD: delay(52 52), type(tCOi), from(pps_counter__temp_pcnt_5__i21.C ), to(pps_counter__temp_pcnt_5__i21.Q )
CHK: delay(167 167), type(tSRW), from(pps_counter__temp_pcnt_5__i21.AR ), to(pps_counter__temp_pcnt_5__i21.AR )
CHK: delay(167 167), type(tSRR), from(pps_counter__temp_pcnt_5__i21.AR ), to(pps_counter__temp_pcnt_5__i21.C )
CHK: delay(0 0), type(tWLA), from(pps_counter__temp_pcnt_5__i21.C ), to(pps_counter__temp_pcnt_5__i21.C )
CHK: delay(0 0), type(tWHA), from(pps_counter__temp_pcnt_5__i21.C ), to(pps_counter__temp_pcnt_5__i21.C )
CHK: delay(168 168), type(tHT), from(pps_counter__temp_pcnt_5__i21.T ), to(pps_counter__temp_pcnt_5__i21.C )
CHK: delay(132 132), type(tST_PT), from(pps_counter__temp_pcnt_5__i21.T ), to(pps_counter__temp_pcnt_5__i21.C )
MOD: delay(28 28), type(tSRi), from(pps_counter__temp_pcnt_5__i22.AR ), to(pps_counter__temp_pcnt_5__i22.Q )
MOD: delay(52 52), type(tCOi), from(pps_counter__temp_pcnt_5__i22.C ), to(pps_counter__temp_pcnt_5__i22.Q )
